Sex,Age,Height(Inches),Weight(Pounds),BMI
0,31,67.88187,127.862,19.50889727
1,33,69.45561,122.6111,17.86956385
1,19,69.68169,129.665,18.77518556
1,34,66.81274,120.6235,18.99818815
0,30,67.39812,120.5257,18.65447029
1,24,68.31286,127.2671,19.17388137
1,18,68.85197,127.0149,18.83739102
1,24,70.87098,136.8526,19.15644867
0,20,69.29233,138.6572,20.30350046
1,27,68.53017,120.753,18.07728207
1,19,66.20327,126.655,20.31712631
0,27,69.44148,139.7399,20.3742352
0,23,65.62755,111.5919,18.21625566
1,26,70.36911,144.6446,20.53699664
0,19,68.25511,126.5607,19.09973538
1,35,70.74579,137.4108,19.3027191
1,27,69.32344,129.5371,18.95102843
0,34,72.37667,135.5361,18.19100165
0,28,66.5913,126.8375,20.10997407
0,18,68.1977,108.343,16.37797578
0,23,67.73534,132.0269,20.23161816
0,35,65.65796,135.0314,22.02210476
0,31,68.33944,126.1502,18.99082955
0,29,67.98774,126.5783,19.25293181
0,27,68.54596,132.9952,19.90082425
0,22,68.38063,122.207,18.37505769
1,29,70.22056,140.0847,19.97381169
1,27,70.02586,143.8558,20.62572856
1,33,67.93956,129.5068,19.72631376
0,32,66.14777,133.4099,21.43662778
1,30,70.69657,133.1874,18.73549957
1,34,68.46672,116.0821,17.41025108
0,23,66.11868,107.6714,17.31612987
1,18,68.98878,119.9309,17.7162984
0,18,65.43912,110.8787,18.20421886
1,23,69.24822,122.2722,17.92707029
0,27,66.94932,119.4308,18.73366823
0,32,69.8028,155.9683,22.50554191
1,19,70.60933,134.2835,18.9363946
1,28,64.78426,96.84397,16.22304615
1,30,66.84264,111.5454,17.55267454
1,19,68.86833,132.5776,19.65304611
1,20,66.94365,122.2372,19.17712245
1,21,68.80139,114.8579,17.05945963
1,18,68.53662,138.1599,20.67928262
0,29,67.54398,115.7562,17.83897061
0,31,65.80968,107.5309,17.45631405
0,19,69.44019,146.7688,21.39985183
1,26,72.46054,139.538,18.68478846
0,26,67.09188,119.9537,18.73581326
1,29,71.46543,129.3841,17.81097568
1,23,66.06765,112.5487,18.12848819
0,20,70.96886,145.5672,20.32013992
0,21,68.75285,140.7801,20.93913235
1,20,65.12147,132.9884,22.04774585
1,25,69.29005,137.3932,20.11973763
0,31,69.67431,128.0475,18.54490336
0,35,67.58498,125.6642,19.34238464
0,22,63.26666,109.048,19.15431889
0,33,66.60384,138.8578,22.00749269
0,30,66.83134,146.1347,23.00338977
1,25,65.56701,106.8728,17.47814158
1,22,69.4336,141.0332,20.56746739
0,32,69.83412,137.6869,19.84979912
0,32,66.49534,128.6661,20.45881801
1,29,69.30191,136.9649,20.05015342
1,29,70.37349,131.559,18.67674584
0,24,68.28454,107.5659,16.21917138
0,29,67.51385,122.6429,18.91714035
0,26,67.58383,117.5512,18.0942377
0,34,68.68046,132.6414,19.77022129
1,21,68.31025,107.7211,16.23034883
1,30,66.68274,117.1056,18.51610411
0,34,69.13988,109.5238,16.10831391
1,28,66.6069,107.7197,17.07086455
1,21,67.71554,117.3417,17.99179555
1,32,72.5178,142.1602,19.00586364
1,33,70.39659,133.5727,18.95017756
0,32,65.92367,110.1202,17.81488658
0,31,68.63932,141.4085,21.10223206
0,18,66.27944,102.8787,16.46518561
0,35,68.09404,107.0729,16.23529507
0,25,62.77861,110.8067,19.76703147
1,29,66.02558,123.5278,19.92228188
1,25,69.11022,122.7845,18.07414736
0,33,67.14077,126.2096,19.68423671
1,31,69.85347,107.1566,15.43980388
1,24,63.72249,101.0392,17.49456898
1,24,64.66334,123.9993,20.84979509
0,29,69.61292,122.092,17.71357945
1,20,69.72279,128.8986,18.64221488
0,21,67.76397,134.59,20.60696028
0,20,66.74961,140.8048,22.21870888
0,33,66.67181,114.3215,18.08182439
0,27,67.69057,123.4607,18.94397956
1,26,68.39115,124.7738,18.75523079
0,20,67.31796,136.8823,21.23656271
0,28,68.69023,125.262,18.66500989
0,23,70.04462,136.1957,19.51698161
1,21,70.19356,148.1844,21.14495532
1,30,69.12451,133.6843,19.67048638
0,27,67.56314,124.4263,19.16422938
1,31,67.66596,122.3849,18.79256953
0,22,65.98485,136.0888,21.97519517
1,33,68.9407,133.1295,19.69344739
0,20,72.42506,136.0244,18.23215127
1,20,66.60508,104.5026,16.56194015
0,19,67.37321,124.8638,19.34019693
1,18,64.89494,119.6409,19.97362191
1,35,64.73669,111.0633,18.63238361
1,19,69.93102,124.5422,17.90505384
0,21,70.69335,152.3325,21.43059695
0,33,64.91169,112.489,18.76994704
1,32,69.69729,122.2093,17.68769726
0,20,63.56648,112.8596,19.63726517
0,34,67.29212,142.3005,22.0941261
0,28,68.3562,117.0085,17.60598843
1,28,68.12976,123.0924,18.64474058
1,20,68.62582,115.3394,17.21874197
0,20,66.8343,105.8407,16.65914544
1,29,69.98616,122.6015,17.59828217
0,29,67.44953,130.5904,20.18144322
0,25,69.67914,123.558,17.8922159
1,20,67.13387,106.9958,16.69099348
1,31,71.13815,140.6296,19.53756481
0,20,69.22959,142.3174,20.87725066
1,33,67.48473,122.8173,18.96039323
1,29,66.87485,118.1003,18.56624952
1,22,70.4596,130.9488,18.54470803
1,19,72.97347,148.319,19.58238642
0,31,67.16616,108.2369,16.86837043
0,34,67.36668,123.3563,19.11040402
1,21,68.30287,117.9635,17.77741326
0,23,68.08229,131.5261,19.94997961
1,34,68.94862,141.0023,20.85325549
0,28,68.47186,145.789,21.86247521
1,22,66.63803,120.2544,19.0394983
0,19,66.27658,119.9535,19.19957292
0,32,65.02396,117.4626,19.53221985
1,33,71.99598,129.1844,17.52235202
1,22,68.04691,121.2735,18.41399064
0,28,66.34711,114.8943,18.35072753
0,24,63.8229,115.2754,19.89676149
1,23,65.95638,118.4989,19.15135558
1,32,68.23334,121.6989,18.37774477
0,29,69.46635,123.2046,17.95050977
0,18,68.44607,142.2776,21.35198818
0,31,69.20365,129.7053,19.04138545
1,19,65.63555,100.3371,16.37503025
0,20,69.41412,127.8275,18.65208881
1,29,67.57457,126.7177,19.51055052
1,26,69.32559,147.9203,21.63911296
1,25,67.15965,129.7563,20.22601983
0,19,70.27834,139.5538,19.86540854
0,27,69.39938,121.1538,17.68579892
0,35,69.78475,126.5296,18.26711256
0,33,68.70946,134.4551,20.02364021
0,21,67.3998,121.8096,18.85224717
0,28,66.39262,117.1371,18.68330387
1,20,65.54597,126.8852,20.76432428
0,25,70.60879,147.0102,20.73140586
1,23,69.12623,136.913,20.1445591
1,21,66.72257,122.5503,19.35386336
0,23,67.40649,117.2019,18.13552156
1,18,66.18815,121.8368,19.55315409
0,20,68.62091,121.9134,18.20276327
1,31,70.1055,153.0944,21.90049579
0,33,65.48309,132.6901,21.75599829
0,33,68.80217,128.7584,19.12362079
0,22,67.71394,121.7097,18.66241519
0,31,66.57756,128.9506,20.4534438
0,27,67.61238,130.8714,20.12755976
1,22,67.23082,128.4602,19.98161565
0,35,67.08114,117.4463,18.35005178
1,28,66.53761,122.2484,19.41366867
0,22,67.41405,126.4525,19.56254735
0,33,67.06676,131.406,20.5399493
0,25,60.8062,113.9145,21.66117968
1,24,68.97175,140.1085,20.70717323
0,20,72.75763,135.1411,17.94854241
1,29,66.02447,110.7159,17.85660826
0,26,68.71706,126.0198,18.76326746
1,23,69.58585,142.5501,20.69781386
0,21,68.96375,144.368,21.34165162
0,25,68.26381,140.3248,21.17152823
1,22,68.53173,133.5063,19.98560011
0,35,63.69299,127.3114,22.06392863
0,18,67.32224,144.3122,22.38642558
0,26,69.87332,136.2286,19.61753152
0,24,65.77657,121.8449,19.7999336
1,31,67.84042,129.3201,19.75548971
1,26,68.02586,127.7367,19.40735876
1,25,67.22709,124.1286,19.30999029
0,26,70.33705,113.399,16.11535026
0,33,64.42061,119.5736,20.25743541
0,18,68.62922,134.0348,20.00775075
0,21,67.24371,139.2993,21.6593004
0,20,67.47488,128.9315,19.91010807
0,25,67.65179,143.8519,22.09814618
1,31,68.73059,133.2077,19.82567623
1,33,69.53168,141.696,20.60587063
1,27,67.76596,142.9992,21.89319985
0,18,68.6692,145.841,21.74475314
1,30,65.39292,101.1876,16.6366032
1,33,67.21484,126.5562,19.69481527
1,31,67.39797,126.3908,19.56233333
0,21,68.43286,136.4691,20.48819834
1,35,66.50645,117.1767,18.62569786
1,18,65.10771,114.3875,18.97197534
0,22,70.25153,134.4531,19.15393765
0,19,64.65223,129.7684,21.82733708
1,20,68.39572,137.1362,20.61071621
1,30,65.58641,112.8512,18.44494167
0,26,67.07497,134.1362,20.96157197
0,19,70.10614,127.5408,18.24466313
0,25,66.44143,129.3753,20.60498257
0,20,69.08524,141.5455,20.8508781
1,27,66.99606,134.7843,21.11249723
0,20,64.84392,122.3505,20.45813545
0,19,68.7585,115.2365,17.13705125
0,28,67.03556,143.0013,22.37321139
1,20,69.10705,125.3759,18.45730031
0,27,68.21709,136.4534,20.61563928
0,18,67.54954,99.21333,15.28706311
0,35,70.05957,138.7376,
1,26,69.88409,131.7587,18.96799805
0,18,69.08434,130.7379,19.25932681
0,23,68.81191,138.1377,
1,18,70.22844,133.4575,19.02461015
0,20,63.67519,114.2171,19.80566614
0,30,69.40968,,
0,23,67.36179,129.458,20.05859358
1,29,69.9419,131.7153,18.93041772
1,34,68.44902,122.7104,18.41389771
0,18,67.76199,127.8066,19.56950327
0,26,,131.6387,
1,21,67.97947,133.6018,20.32617145
1,33,69.83727,126.7482,18.27115981
0,34,66.62896,124.7778,19.76105282
0,27,69.77866,128.9596,18.62118226
1,24,69.32719,120.7591,17.66491273
0,28,68.81059,110.0003,16.33360806
1,31,68.33355,123.5156,18.59741873
1,22,65.4258,116.0243,19.05678776
1,33,68.90712,136.1172,20.15503855
0,19,65.90871,100.8179,16.31739579
1,24,69.61291,143.8929,20.87654431
0,28,65.97906,131.2483,21.19728617
0,25,64.15687,121.6986,20.78729934
0,33,68.2467,129.0825,19.48511077
0,31,67.07394,113.9007,17.79990075
0,28,66.08619,123.5496,19.88926518
1,19,68.43739,107.3327,16.11179774
1,31,69.43772,117.4397,17.12469528
1,23,68.81411,140.5039,20.86085999
0,31,66.23749,130.4565,20.90531966
1,23,67.36339,135.7808,21.03726695
1,33,68.93254,121.3642,17.95729256
1,24,67.86058,111.123,16.96553842
1,18,68.66247,134.825,20.10621898
1,32,68.4129,130.3184,19.57620761
1,23,63.90356,101.9503,17.55242904
1,19,69.56018,118.6513,17.24050292
0,19,69.81143,117.3253,16.92534107
1,26,68.55186,142.7701,21.35982065
1,19,66.14069,111.9785,17.99683052
0,34,68.79393,127.0587,18.87569673
1,21,62.67467,108.2196,19.36959929
0,28,68.24157,126.3228,19.07139879
0,30,70.13299,125.7628,17.97654857
0,28,68.83759,128.3162,19.03833652
0,30,69.20668,126.8811,18.62514779
1,30,63.01224,123.2124,21.81742059
0,27,68.7409,140.5609,20.91379878
0,20,66.94988,121.3932,19.04116769
1,23,70.13604,132.7095,18.96786082
1,19,68.11161,121.1428,18.35921632
0,23,66.58893,118.2131,18.74391721
1,24,69.98813,128.2565,18.40896739
1,34,66.52501,120.0478,19.07142447
0,23,65.2536,142.5526,23.53775368
0,29,68.66702,140.5596,20.95863217
1,18,71.383,149.9544,20.69037896
1,23,66.58224,123.0901,19.52113858
0,32,66.50775,122.9845,19.54810632
0,23,67.13954,113.5739,17.71416315
0,27,68.33274,137.9826,20.77616937
1,25,66.69458,110.1558,17.41105585
0,28,68.21523,113.6369,17.16941531
1,31,66.0808,131.0879,21.10623872
0,33,69.46013,116.5407,16.98264231
0,33,68.46971,128.2455,19.23286495
1,25,68.51333,101.2957,15.17188985
0,25,69.10467,126.8762,18.67945461
0,32,67.91609,125.1615,19.0776217
0,24,67.02882,143.6948,22.48623412
1,29,66.08997,111.3684,17.92626015
1,35,65.02401,130.3431,21.67401513
0,34,68.27428,121.8474,18.37810941
0,27,67.35413,129.3491,20.04627914
1,20,66.36083,120.4201,19.22534707
0,18,68.43123,121.1875,18.19482814
1,25,67.40001,121.7106,18.83680775
0,32,69.1343,143.8484,21.16005147
1,19,67.3171,139.03,21.5703181
1,26,73.1971,157.1585,20.62286262
1,31,68.39262,110.6509,16.63164829
1,24,66.29361,129.1393,20.65921968
1,19,69.09153,123.9906,18.26156382
0,20,68.08869,121.8243,18.47492956
0,23,69.84933,128.1401,18.46542862
1,25,67.6024,133.6571,20.56206032
0,18,69.71303,149.4977,21.62745497
0,25,66.84285,117.0056,18.41177056
1,35,66.65337,112.7847,17.84862594
0,19,68.88409,124.0698,18.38345156
1,25,70.70338,119.2585,16.77288675
1,34,66.20185,112.3781,18.02769729
0,30,66.31546,119.0874,19.03860241
1,26,67.41672,113.6532,17.581068
0,29,69.90956,140.9595,20.27776272
1,25,67.68745,109.4462,16.79512362
0,24,66.35603,124.8582,19.93678401
1,30,64.29036,129.8863,22.09380181
0,27,69.06878,146.3358,21.56680642
1,25,66.89343,136.7567,21.48723363
1,32,66.4584,98.04174,15.60666368
0,35,68.8269,130.6512,19.39080364
0,33,66.65183,134.0198,21.2101448
0,31,63.84789,128.9473,22.23913943
0,34,65.79543,119.418,19.39443615
1,31,66.25942,94.20537,15.08617786
1,32,68.35371,133.6204,20.10700603
1,18,70.8435,120.1922,16.83740235
1,30,66.63549,116.47,18.44173207
0,20,69.36633,142.61,20.83777615
0,28,67.36309,112.8032,17.47737654
0,25,69.12732,120.6275,17.74784842
1,31,65.03504,115.4154,19.18526319
0,28,69.06645,119.3467,17.59036985
0,18,67.35099,126.3068,19.57661448
0,22,66.63538,125.8876,19.93297033
1,26,66.49659,127.904,20.33687413
0,29,69.098,124.0368,18.26494728
0,33,68.42363,149.2454,22.41235831
0,34,68.12064,139.9387,21.20211666
1,26,69.58767,125.8239,18.26826806
1,25,66.34056,125.5225,20.05220509
1,32,68.89947,153.7886,22.77672115
0,28,67.47147,142.1622,21.95546376
0,24,68.33028,135.5338,20.40892069
0,35,65.90128,135.2264,21.89135331
0,21,68.73695,127.4165,18.96024652
1,20,67.98409,122.7703,18.67572901
0,32,65.63064,109.6107,17.89115987
0,30,68.03278,148.5683,22.56776455
0,29,68.65828,124.3302,18.5434107
1,20,68.63764,128.7478,19.21383051
0,23,67.32521,105.1839,16.31520969
1,18,64.78784,126.1355,21.12755081
0,19,67.67246,130.4082,20.02072481
0,29,68.72131,139.5527,20.77563028
0,29,67.35886,107.6427,16.67991947
0,31,68.01738,123.0304,18.69697992
1,30,67.93165,128.936,19.64394412
0,18,66.67783,123.5636,19.54008559
1,20,68.67803,136.5982,20.36142374
1,22,70.36756,134.6182,19.11426571
0,32,67.51615,132.9171,20.50049475
0,34,66.75303,132.5747,20.91787241
1,31,69.96302,127.5174,18.31602288
0,22,66.93841,115.9348,18.19122127
1,22,68.11271,130.5024,19.77702683
1,24,63.94913,114.6628,19.71297112
1,21,68.91814,147.3669,21.81381752
1,27,67.2232,,
0,35,69.55046,133.7412,19.43855716
0,29,68.68863,129.8662,19.35197293
1,22,70.7747,138.641,19.45962343
1,19,69.07808,148.7933,21.9230858
0,34,68.33838,141.2387,21.26293329
0,32,65.5871,126.7083,20.70937684
0,23,69.2935,139.4127,20.41343856
1,25,68.89933,125.6523,
0,27,65.81485,99.77933,16.19539764
0,28,67.20659,125.993,19.61198355
0,25,66.51348,127.1042,20.19944252
0,26,67.55072,134.551,20.73126432
1,27,68.23821,118.6372,17.91284054
0,19,66.4512,110.1362,17.53570601
0,24,68.54449,141.4482,21.16660231
0,20,68.6177,122.9561,18.36016541
1,18,64.08191,102.7885,17.59837051
1,35,65.56492,123.1351,20.13898693
1,29,67.21104,115.6723,18.00308632
0,21,66.10932,126.3925,20.33268572
0,26,68.9513,143.6607,21.24476271
1,29,67.49786,131.6653,20.31843009
1,20,67.93624,139.3751,21.23151585
0,34,65.95214,130.4147,21.07985341
1,19,68.68249,151.5916,22.59341593
0,27,69.18583,124.8504,18.33810483
0,31,70.94061,142.0348,19.84283636
0,22,69.47461,138.1862,20.1284931
0,19,67.12497,113.1001,17.64792313
0,27,68.57401,125.5023,18.76425887
1,30,65.39763,132.4789,21.77817672
1,19,68.35258,137.1238,20.63487489
0,27,67.56785,136.4769,21.01734112
1,31,69.52703,123.4405,17.95350058
0,35,67.54305,105.1903,16.21112601
1,30,63.49236,114.9085,20.0404763
1,25,68.98626,126.71,18.71908054
0,33,67.55391,121.5587,18.72767607
1,30,64.6396,115.1491,19.37590744
1,33,69.82904,136.2695,19.64831641
1,22,67.85076,113.2082,17.28889656
0,20,67.23771,125.3433,19.49279524
1,26,69.38105,139.5524,20.38235669
1,33,65.41584,121.8604,20.02145236
0,24,66.96076,119.1984,18.69082629
0,25,65.26585,117.7246,19.43095072
1,29,69.31322,119.5252,17.49146371
1,31,67.70408,122.2612,18.75244049
0,29,68.08721,129.7701,19.6807836
1,34,68.26197,125.9953,19.01058729
0,35,67.36362,121.8119,18.87285949
0,22,68.73217,131.316,19.54323066
0,30,69.14267,111.1968,16.35305212
0,18,68.56673,136.4706,20.40849825
0,33,68.1929,120.5822,18.23071523
0,18,69.5696,121.1881,17.60434162
0,31,70.8464,137.1416,19.21022547
0,32,67.82872,127.2809,19.45068131
1,19,67.03478,108.5558,16.98444966
1,26,67.81671,129.7571,19.83611058
0,35,70.03848,138.9428,19.91413495
1,27,66.9821,127.2445,19.93977828
1,21,65.79107,129.8116,21.08523411
1,31,70.02914,142.6562,20.45181658
0,19,69.58224,132.0934,19.18152497
1,22,66.87147,115.1241,18.10019824
0,19,66.91792,127.8387,20.07133699
0,19,67.645,121.3585,18.64651271
1,35,68.65355,119.0566,17.75931873
1,29,66.91671,130.2133,20.44490083
1,23,70.15303,141.003,20.14347109
0,33,73.57982,148.162,19.24058239
1,32,67.98141,124.7923,18.98481095
1,27,,145.3407,
1,32,69.85855,131.7066,18.97436402
0,28,68.11629,109.1855,16.54481135
0,33,70.19549,136.493,19.47559717
0,32,68.90094,103.5978,15.34260354
1,28,70.63071,129.0681,18.18991195
0,31,67.51818,,
0,27,66.18712,136.2942,21.87405151
0,24,69.09528,134.2318,19.76776072
1,29,65.42299,105.5537,17.33849941
1,28,65.48038,115.372,18.91807152
0,31,66.9465,113.8431,17.8586976
1,18,68.70316,125.9352,18.75825927
1,34,66.07277,123.7771,19.93398368
0,20,69.44961,110.8748,16.16188643
1,24,68.81836,104.8678,15.56798281
0,33,69.50743,105.3865,15.33632641
1,23,67.82486,118.2755,18.07656073
0,21,67.69081,143.7724,22.0604783
1,30,68.29836,129.3948,19.502716
1,25,68.67553,120.7367,17.99840772
0,34,65.8428,122.3581,19.84334878
0,27,68.03516,124.0374,18.84016305
1,33,65.75933,145.1502,23.5994403
1,23,70.38122,133.3322,18.92432019
0,25,67.40825,132.4084,20.4874665
0,22,69.96042,126.2582,18.13650505
1,26,68.28036,130.5773,19.69132335
1,29,68.78403,111.5448,16.57573972
1,18,67.91698,128.8497,19.63927733
0,23,69.37666,137.7729,20.12499811
0,23,66.74216,117.4347,18.53509221
0,20,68.1985,135.4972,20.48233662
1,34,63.58869,125.2844,21.78392159
0,28,73.25534,129.3863,16.95151588
0,29,67.70295,110.3234,16.92198386
1,31,65.97536,105.0947,16.97524696
1,18,69.81239,134.9831,19.47211875
1,22,68.86872,123.426,18.29622346
0,25,72.74547,148.5568,19.73692321
0,24,68.30771,129.105,19.45370984
1,33,66.76693,124.0618,19.56654233
0,30,67.44946,123.4784,19.0823942
0,26,69.7046,141.6202,20.49279278
1,20,68.97441,103.9181,15.35727047
0,35,67.75058,135.2187,20.71140424
0,23,66.8731,124.1057,19.51136441
1,30,70.45912,121.7787,17.24629172
1,20,70.71713,138.8325,19.51824272
1,24,65.65535,118.4649,19.32183078
1,18,71.45237,136.8498,18.84558893
1,28,69.00661,131.4449,19.40712389
1,27,64.07452,139.9216,23.96143721
1,33,69.47642,135.5616,19.74515949
0,35,69.52284,129.724,18.86966309
1,18,64.89822,131.9576,22.02762434
0,32,70.70905,134.3203,18.88819563
1,23,70.19814,125.1643,17.8578055
0,28,67.76234,130.1309,19.92518982
1,20,67.21866,135.3954,21.06798654
1,24,67.54948,111.8586,17.23551176
0,33,68.13277,139.2003,21.08273273
0,21,68.84252,126.0857,18.70471687
0,35,68.97585,137.8195,20.3664517
0,23,67.17762,99.13368,15.44439232
0,28,67.76576,131.2841,20.09973485
0,32,69.05508,132.9015,19.59464686
0,22,68.30757,135.9473,20.4848005
1,28,67.32683,123.4861,19.15316566
0,27,67.29407,117.8979,18.30422317
0,27,66.63257,126.1084,19.96961587
1,21,66.94794,107.183,16.81319678
0,24,68.13987,133.2584,20.17859004
1,19,65.21117,101.1071,16.71615899
0,27,68.03769,119.4935,18.1486358
1,18,67.26932,128.9103,20.02868184
1,19,69.77352,141.6894,20.46232219
1,18,69.23863,125.2157,18.36372064
0,28,68.7891,114.34,16.98860649
0,27,67.26289,117.1026,18.1976084
0,19,69.29545,132.6378,19.420334
1,35,67.5793,112.7331,17.35493117
0,27,67.21365,108.0763,16.81954843
1,22,69.62993,140.0795,20.3133471
1,33,67.00026,125.4628,19.64992167
1,30,67.93443,122.1726,18.6119882
0,28,73.47464,134.996,17.58104925
0,25,71.5009,148.2703,20.3905985
0,19,67.5436,124.5961,19.20148705
1,21,71.49304,128.6835,17.70085154
0,34,68.1677,130.5834,19.75738733
0,23,68.65009,127.7241,19.05414444
1,33,66.04619,112.1905,18.08253724
1,19,67.31327,122.8993,19.06983151
0,35,67.86012,116.6222,17.80536197
0,21,69.42007,128.9863,18.81795018
0,25,68.38556,133.6644,20.09489595
1,24,69.91327,118.2455,17.00842952
0,32,68.8823,138.4001,20.5078413
0,27,64.05944,115.5782,19.80197349
1,33,69.73048,126.5238,18.29471892
1,31,68.632,135.6997,20.25463408
1,32,69.40445,137.5303,20.07347587
0,21,66.00545,132.9691,21.45803555
0,20,67.12871,128.9781,20.12325339
1,19,67.54768,115.0198,17.72354357
0,27,69.18741,122.9827,18.06295087
0,24,65.72702,115.7926,18.84480921
0,32,67.85686,110.7137,16.9049025
0,18,67.32954,113.4872,17.60088114
0,25,67.30146,143.8451,22.32774816
0,29,66.33349,107.1243,17.11674284
1,27,68.22832,133.2817,20.12982466
0,35,64.45511,117.3622,19.86151433
0,28,67.87195,149.4365,22.80735158
0,22,69.92163,125.4082,18.03439885
0,28,62.8062,107.3401,19.13179786
1,22,69.3377,151.2393,22.11691858
0,20,66.60043,130.1472,20.62906701
0,18,70.53369,140.2407,19.81890633
1,29,68.84104,122.8631,18.22743035
1,29,67.22118,124.7784,19.41448938
0,23,69.1338,131.5248,19.34753389
1,33,70.23848,138.5036,19.73829686
1,31,69.10331,125.7452,18.51367089
0,31,70.4064,138.0741,19.58334016
0,32,66.66478,139.0241,21.99358447
0,24,70.33089,164.4539,23.37495452
1,32,70.78331,141.8412,19.90395979
0,32,66.83722,121.0509,19.05154018
1,19,65.8839,112.9256,18.29079709
0,35,67.51176,137.9948,21.28642286
0,21,71.21095,156.0802,21.63979178
0,26,67.16471,135.2937,21.08599552
0,23,67.49059,132.7359,20.48805697
1,27,69.13583,118.2087,17.38769057
1,34,66.44838,121.7145,19.38082894
0,35,67.03679,143.9542,22.5214705
0,25,66.66855,116.5589,18.43750898
0,19,69.36123,127.5953,18.64661179
0,22,68.92478,137.2977,20.31942007
0,29,69.70613,144.1729,20.86125896
1,25,66.70216,120.8874,19.10293356
1,28,69.3032,132.8515,19.44727295
1,29,68.68207,121.2207,18.06711711
1,24,67.12449,126.3432,19.71463306
0,19,66.92738,116.3508,18.26251348
1,20,71.36236,142.3522,19.65280745
1,24,66.8559,106.8363,16.80498711
1,30,69.46283,118.5577,17.27522224
1,28,66.4827,114.5936,18.22812044
1,32,72.45414,135.0235,18.08347014
0,21,68.10614,120.628,18.28413493
0,25,65.75378,124.3824,20.22629363
1,27,67.16782,130.0399,20.26529567
0,33,68.57483,129.4804,19.35857462
0,26,67.275,122.2215,18.98624236
0,26,66.23984,97.1995,15.57486551
0,20,72.39041,155.1414,20.81442688
0,21,68.82192,129.0373,19.15404583
0,21,67.67589,126.7606,19.45875985
0,34,66.09883,118.7709,19.11266848
0,34,67.79875,130.1887,19.91263533
1,20,68.76062,115.7905,17.21837591
0,22,68.86156,136.3079,20.20999177
1,18,71.20733,155.2221,21.5230084
1,19,65.24249,114.9215,18.98187261
0,32,67.33131,112.8186,17.49626716
1,35,67.52803,113.459,17.49321424
0,27,67.1708,120.6546,18.80103104
1,28,66.8838,138.4066,21.75272878
0,27,67.26462,117.0708,18.19173093
1,32,70.94467,130.2774,18.19819694
0,19,71.15199,133.2351,18.50305219
0,22,69.35701,156.0959,22.81442856
1,34,66.91104,125.0535,19.63808406
1,20,68.07832,122.8732,18.63967487
0,24,65.74579,110.9296,18.04306752
0,21,70.64116,140.3183,19.76958232
0,34,66.02941,112.9351,18.21180247
0,31,68.24326,128.8593,19.45337961
1,31,66.30423,126.4124,20.21650273
0,22,68.49473,134.9166,20.21854485
0,25,67.3683,121.4269,18.81059595
1,30,70.00791,135.6339,19.45686423
1,24,70.18312,125.7853,17.95408892
1,25,66.40708,117.1961,18.68457462
1,27,67.79402,122.4405,18.73014519
0,31,68.33103,142.9592,21.52657807
1,33,67.91136,134.3773,20.48518446
0,26,68.75045,116.0658,17.26442039
1,26,68.82444,113.8497,16.89839049
1,27,70.64267,152.2908,21.45548228
1,34,65.18174,111.8634,18.51121563
1,20,68.51919,129.3323,19.36784872
1,18,67.53344,124.0318,19.12027462
0,34,68.04198,125.4507,19.05101096
1,19,65.82182,113.6,18.43475551
1,33,70.27834,131.2909,18.68918916
1,27,65.8653,128.4877,20.8231789
0,35,66.70285,125.9423,19.90130994
0,21,65.88836,122.3566,19.81567308
1,20,72.53781,142.2356,19.00545423
0,26,67.31225,117.6954,18.262915
1,18,68.85556,119.367,17.70129637
1,22,65.30914,125.201,20.63757628
1,33,67.56741,117.1659,18.04369648
0,30,72.28651,124.0883,16.69610409
0,18,69.366,126.9316,18.54706846
0,20,71.66938,158.0299,21.63071096
1,35,66.91979,114.0239,17.90134144
1,28,67.89303,145.9459,22.26077809
1,31,66.50206,138.815,22.06810412
1,32,67.5214,115.5644,17.82132604
0,20,69.21652,128.049,18.79124237
0,22,71.08246,135.7997,18.89612424
0,35,65.7973,113.1585,18.3767988
0,28,68.3417,106.9982,16.10659506
0,28,64.74233,113.5996,19.05456224
1,28,68.41921,112.8349,16.94673981
1,28,68.91514,124.1732,18.38219681
0,22,65.84174,85.98927,13.94570541
1,24,68.87032,131.6613,19.51608769
0,22,64.44608,103.521,17.52404139
1,22,67.63533,116.7036,17.93642353
1,18,70.20804,141.9526,20.24736338
0,33,70.98603,139.8524,19.51295176
0,22,68.13106,128.396,19.4473319
1,32,66.16887,127.3745,20.45379411
1,35,67.05542,124.551,19.47503597
0,19,70.75677,131.1854,18.42248997
0,29,70.7158,133.8729,18.82168832
1,22,67.69017,117.9684,18.10144743
1,22,71.53849,140.8829,19.35430446
1,19,68.54535,126.4914,18.92796074
0,31,65.67176,120.1838,19.59239123
0,30,65.99226,124.6178,20.11837507
1,19,68.65845,138.4224,20.64511038
1,30,66.32469,105.8594,16.91912092
0,18,68.44591,119.3537,17.91181961
0,27,69.95113,141.9147,20.39091612
0,35,65.77165,111.8653,18.18095707
1,29,67.068,120.3728,18.81466436
0,19,64.69653,131.7434,22.12920008
1,26,69.04278,126.7,18.68697045
0,30,67.48211,130.1113,20.08799229
1,31,66.90722,115.2313,18.09769708
1,33,68.75846,119.4879,17.76930615
1,31,67.30096,114.3547,17.75048911
1,33,69.55268,,
1,34,71.05661,149.0296,20.75211624
0,33,69.2149,138.0464,20.25931317
0,33,67.82442,122.1716,18.67226095
0,29,68.71809,129.9713,19.35103181
0,20,67.78082,124.843,19.10510298
0,27,64.25649,96.69205,16.4647672
